escala,n_eventos,duracion_media,duracion_mediana,severidad_media,severidad_mediana,intensidad_media
nspei_12,252,26.36904761904762,20,25.095094795000115,18.63490975147215,0.9256100357596543
nspei_3,797,8.031367628607278,6,7.745539415473386,5.426018000401875,0.9336075966036269
nspei_6,507,12.810650887573965,10,12.354437926904774,9.1487429763618,0.9256722762315097
